,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
SESTD1.1,2.55137698715588e-17,-0.329004139865377,0.113,0.227,3.64974478012649e-13,4,SESTD1
CXCL2.4,2.56985789209179e-17,-0.474814820318998,0.337,0.488,3.67618171463731e-13,4,CXCL2
SDF2L1.2,2.58233451815289e-17,-0.286714102216933,0.207,0.334,3.6940295282177e-13,4,SDF2L1
CMTM7.2,2.60608208363705e-17,-0.29921656369542,0.091,0.199,3.72800042064281e-13,4,CMTM7
IQCJ-SCHIP1,2.65043918650587e-17,-0.322983342021587,0.097,0.208,3.79145325629665e-13,4,IQCJ-SCHIP1
MEDAG.2,2.98368362213733e-17,-0.388687683204633,0.053,0.147,4.26815942146745e-13,4,MEDAG
SOX17.3,3.00516055979606e-17,-0.376138522849133,0.344,0.48,4.29888218078827e-13,4,SOX17
LDOC1.1,3.0184720577802e-17,0.255713961376978,0.269,0.226,4.31792427865458e-13,4,LDOC1
EXT1.1,3.18091986319954e-17,-0.276649215911857,0.075,0.167,4.55030586430694e-13,4,EXT1
NUPR1.3,3.2412400694081e-17,0.299314574264701,0.188,0.099,4.63659391928828e-13,4,NUPR1
SPAG9.1,3.4633103062981e-17,-0.321024171198756,0.416,0.56,4.95426539315943e-13,4,SPAG9
MICALL2.2,3.47197951346733e-17,-0.281073938659217,0.046,0.135,4.96666669401501e-13,4,MICALL2
MAP2K3,3.51949368865779e-17,-0.346862919005545,0.235,0.379,5.03463572162497e-13,4,MAP2K3
ABCD4.2,4.07397628079053e-17,0.265826421939929,0.42,0.364,5.82782306967085e-13,4,ABCD4
LAMP3.4,4.46138286653508e-17,-0.306958653169601,0.078,0.179,6.38200819057844e-13,4,LAMP3
SLC40A1.2,4.4664444283179e-17,0.340912063451579,0.241,0.146,6.38924875470875e-13,4,SLC40A1
NEURL1B.3,4.50868044961951e-17,0.367886084654513,0.324,0.212,6.44966738318071e-13,4,NEURL1B
ANXA4.1,5.5921562284011e-17,0.26392335417258,0.413,0.35,7.99957948472778e-13,4,ANXA4
TSPAN12.1,5.65784341536223e-17,0.282817650642551,0.405,0.332,8.09354500567567e-13,4,TSPAN12
NRIP1.2,6.23543561675274e-17,-0.265345979899712,0.119,0.227,8.91979064976479e-13,4,NRIP1
MYO10.2,6.5751165924603e-17,-0.290595794426411,0.204,0.335,9.40570428551447e-13,4,MYO10
NOB1,6.60122121840569e-17,0.265261983055451,0.317,0.258,9.44304695292934e-13,4,NOB1
TRAF4.1,6.6578725203144e-17,-0.277095113547505,0.105,0.212,9.52408664030974e-13,4,TRAF4
PHLDA2.1,6.67361843657437e-17,-0.383448564333675,0.056,0.153,9.54661117351964e-13,4,PHLDA2
HMGB2.2,7.17027508729558e-17,0.299444952244517,0.376,0.286,1.02570785123763e-12,4,HMGB2
TXN2,7.56546130067401e-17,0.254238687071634,0.465,0.396,1.08223923906142e-12,4,TXN2
TP53INP2.1,7.63771189144552e-17,-0.255700210829097,0.04,0.122,1.09257468607128e-12,4,TP53INP2
SYNJ2.1,8.47085639533759e-17,-0.330563894095915,0.128,0.245,1.21175600735304e-12,4,SYNJ2
FHL3.4,9.97628950524309e-17,-0.364664360012314,0.115,0.236,1.42710821372502e-12,4,FHL3
MEOX1.4,1.00526855234307e-16,0.349222123182722,0.492,0.368,1.43803666412676e-12,4,MEOX1
EPB41L3.3,1.11042580959926e-16,0.379549624032765,0.33,0.214,1.58846412063174e-12,4,EPB41L3
TCEA3,1.33876615127549e-16,0.33270779551715,0.121,0.048,1.91510497939959e-12,4,TCEA3
LYN.2,1.37330610599927e-16,-0.33050542143672,0.164,0.293,1.96451438463196e-12,4,LYN
HIF1A.2,1.49891693299569e-16,-0.283880022664678,0.618,0.742,2.14420067265033e-12,4,HIF1A
SYT15,1.51367249703439e-16,0.259025745737366,0.11,0.041,2.1653085070077e-12,4,SYT15
TICAM1,1.53535102433318e-16,-0.327022588986765,0.112,0.228,2.19631964030861e-12,4,TICAM1
CFAP97,1.58466443102645e-16,0.260356612267565,0.314,0.263,2.26686246858334e-12,4,CFAP97
ATP2A2.1,1.5859872189495e-16,-0.332747215207932,0.24,0.378,2.26875471670726e-12,4,ATP2A2
ZMAT2,1.63927561843948e-16,0.257124007624262,0.368,0.322,2.34498377217767e-12,4,ZMAT2
FRY.2,1.63954106357186e-16,0.345537148321498,0.352,0.247,2.34536349143954e-12,4,FRY
STMN1.3,1.69703263323743e-16,-0.309705547836697,0.47,0.579,2.42760518184615e-12,4,STMN1
RLF,1.70797221877745e-16,-0.340208281522182,0.096,0.204,2.44325425896114e-12,4,RLF
PLCB1.3,1.92229975645343e-16,-0.317982599058348,0.255,0.392,2.74984980160663e-12,4,PLCB1
EPS8.2,2.24761314226914e-16,0.308517998439154,0.436,0.322,3.215210600016e-12,4,EPS8
TGFB1.2,2.27334279031913e-16,-0.278996386791004,0.393,0.527,3.25201686155151e-12,4,TGFB1
KLHL3.1,2.29150654585034e-16,0.295152626593489,0.177,0.104,3.27800011383891e-12,4,KLHL3
FABP5.4,2.51777393994116e-16,0.322296191415258,0.697,0.579,3.60167562108583e-12,4,FABP5
KLF8,2.52427766062504e-16,0.355523970791009,0.166,0.08,3.61097919352413e-12,4,KLF8
ISG15.4,2.63050644351736e-16,-0.327216590907009,0.438,0.55,3.76293946745158e-12,4,ISG15
LYVE1.2,2.63672604809095e-16,-0.440313870128858,0.068,0.167,3.7718366117941e-12,4,LYVE1
PXDN.3,2.72526006026456e-16,-0.357927227031313,0.354,0.49,3.89848451620845e-12,4,PXDN
SRSF8,2.82424446417291e-16,0.262018564304351,0.3,0.231,4.04008170599935e-12,4,SRSF8
CDK2AP1.2,2.85625249885415e-16,-0.287270179610663,0.171,0.292,4.08586919961086e-12,4,CDK2AP1
FNIP1,3.04989862837396e-16,-0.287226092749703,0.151,0.267,4.36287998788894e-12,4,FNIP1
FAM43A.2,3.13466274253296e-16,-0.376704563139021,0.155,0.277,4.48413505319339e-12,4,FAM43A
SH3BGRL2.3,3.36542498451254e-16,0.367007728900815,0.25,0.146,4.81424044034519e-12,4,SH3BGRL2
APOL3.2,3.71335173287273e-16,0.329389678508349,0.298,0.208,5.31194965387444e-12,4,APOL3
COLGALT1.2,4.63482209996097e-16,-0.349145456505611,0.167,0.295,6.63011301399417e-12,4,COLGALT1
SSH1.3,4.78629673319053e-16,-0.333201650549663,0.224,0.358,6.84679747682906e-12,4,SSH1
JMJD1C,6.16084934460527e-16,-0.266558629350102,0.538,0.674,8.81309498745784e-12,4,JMJD1C
NREP.3,7.46305881360222e-16,-0.357622867678189,0.305,0.444,1.0675905632858e-11,4,NREP
KCNQ1OT1,8.18630220828951e-16,-0.379131415650588,0.057,0.151,1.17105053089581e-11,4,KCNQ1OT1
GJA1.2,8.68076907731886e-16,-0.267951163984685,0.474,0.607,1.24178401651046e-11,4,GJA1
HK1.1,1.07752543658463e-15,-0.302347444355255,0.194,0.323,1.54140013703432e-11,4,HK1
VPS37B,1.14271399857149e-15,-0.301562443247286,0.177,0.299,1.63465237495651e-11,4,VPS37B
FADS1.3,1.15710791335753e-15,-0.258861489802799,0.062,0.15,1.65524287005794e-11,4,FADS1
UPP1.3,1.15768135665162e-15,-0.323714887282225,0.525,0.656,1.65606318069015e-11,4,UPP1
CPD.2,1.17069027271367e-15,0.295423999060146,0.445,0.366,1.67467243511691e-11,4,CPD
BDKRB2.1,1.22979246468195e-15,-0.345137859114875,0.134,0.252,1.75921812072753e-11,4,BDKRB2
SOCS2.4,1.2818837603518e-15,0.288880707421318,0.479,0.38,1.83373471918325e-11,4,SOCS2
MIR22HG.2,1.34734227307625e-15,-0.304727811923973,0.199,0.307,1.92737312163558e-11,4,MIR22HG
NOX4.3,1.40113823174009e-15,-0.267950082914546,0.128,0.236,2.0043282405042e-11,4,NOX4
ALAS1.1,1.44221248331785e-15,-0.296322461610553,0.088,0.19,2.06308495738618e-11,4,ALAS1
LHX6.2,1.50841384146145e-15,0.348662655933409,0.267,0.172,2.1577860002106e-11,4,LHX6
FLT4.2,1.5667584533448e-15,-0.384452269728021,0.143,0.256,2.24124796750973e-11,4,FLT4
PKN1.2,1.91848145197738e-15,-0.271396275076202,0.18,0.3,2.74438771705365e-11,4,PKN1
PRKCE.2,1.98903144579636e-15,0.340434722886256,0.243,0.169,2.84530948321169e-11,4,PRKCE
RGS16.3,2.02880561522125e-15,-0.356769585014242,0.43,0.574,2.90220643257399e-11,4,RGS16
TSPAN15.3,2.1636648853194e-15,-0.311453111538671,0.192,0.318,3.0951226184494e-11,4,TSPAN15
RRP12.1,2.17069557219138e-15,-0.329661862837902,0.102,0.208,3.10518001601976e-11,4,RRP12
RAPGEF4,2.37380345274059e-15,-0.311440326161335,0.171,0.293,3.39572583914542e-11,4,RAPGEF4
HOTAIRM1,2.42098613088455e-15,-0.337174516627273,0.192,0.296,3.46322066023035e-11,4,HOTAIRM1
ELOVL7.3,2.83459567180279e-15,0.347943003833856,0.281,0.176,4.05488910851389e-11,4,ELOVL7
TUSC2,2.83648964523934e-15,0.252720545805542,0.307,0.257,4.05759843751487e-11,4,TUSC2
SLC25A25.3,3.14047652046098e-15,-0.345788321225713,0.235,0.363,4.49245166251943e-11,4,SLC25A25
SKIL.1,3.71776272069061e-15,-0.301627500245123,0.388,0.523,5.31825957194792e-11,4,SKIL
WIPI1.2,3.85691400433741e-15,-0.26716285367977,0.073,0.167,5.51731548320467e-11,4,WIPI1
NPC1,3.95481952949069e-15,-0.292161638493731,0.079,0.176,5.65736933693643e-11,4,NPC1
CRY1,4.33943613984343e-15,-0.329258776609769,0.193,0.32,6.20756339804603e-11,4,CRY1
USP9X,4.48978408799044e-15,-0.301116560566314,0.159,0.276,6.42263613787032e-11,4,USP9X
JMJD6,5.07763574013366e-15,-0.358583914208647,0.166,0.289,7.26355792626121e-11,4,JMJD6
OSMR.3,5.38343159629716e-15,0.291154252165785,0.307,0.243,7.70099889850309e-11,4,OSMR
KITLG,6.00768150675744e-15,-0.360805584233337,0.083,0.183,8.59398839541652e-11,4,KITLG
ZEB1,6.06855930573449e-15,-0.286386382382513,0.331,0.459,8.68107408685318e-11,4,ZEB1
TLE3,6.20639721347396e-15,-0.342332743071424,0.104,0.21,8.8782512138745e-11,4,TLE3
LOXL2.2,6.48713081581442e-15,-0.35965403950028,0.2,0.327,9.27984063202253e-11,4,LOXL2
ADGRG6.3,6.53536336017653e-15,0.350707120574041,0.191,0.098,9.34883728673253e-11,4,ADGRG6
F2R.3,6.91187779349876e-15,-0.311425794393712,0.32,0.46,9.88744118359997e-11,4,F2R
AMD1.2,7.00391390020503e-15,-0.324000243469372,0.236,0.336,1.00190988342433e-10,4,AMD1
ADD3.2,7.31472108624399e-15,-0.364590504645716,0.178,0.294,1.0463708513872e-10,4,ADD3
EIF4EBP1.2,7.35768684509462e-15,-0.324621123507467,0.194,0.322,1.05251710319079e-10,4,EIF4EBP1
SMYD2.1,7.52422429362467e-15,-0.297054528651392,0.056,0.144,1.07634028520301e-10,4,SMYD2
PTPN5,7.89760967774466e-15,0.321485954371241,0.142,0.063,1.12975306440137e-10,4,PTPN5
CHD9.1,8.0702203797879e-15,0.263681921053041,0.454,0.376,1.15444502532866e-10,4,CHD9
ST6GALNAC1,8.32711895466824e-15,0.298067049897803,0.143,0.066,1.19119436646529e-10,4,ST6GALNAC1
MAPRE2.2,1.21634301535378e-14,-0.28856731288249,0.219,0.34,1.73997868346359e-10,4,MAPRE2
CHCHD10.2,1.23011468838642e-14,-0.326975370865596,0.138,0.251,1.75967906173678e-10,4,CHCHD10
MYO5C.2,1.24620738277043e-14,0.315421029010038,0.242,0.163,1.7826996610531e-10,4,MYO5C
MAP7D1,1.29010778744848e-14,-0.297009017026679,0.213,0.34,1.84549918994505e-10,4,MAP7D1
TMEM263,1.37225800613065e-14,-0.27366115696868,0.168,0.282,1.9630150777699e-10,4,TMEM263
GBE1,1.37258386684336e-14,-0.293779981208407,0.113,0.217,1.96348122151943e-10,4,GBE1
FAP.3,1.40458361891024e-14,-0.309305722522392,0.097,0.198,2.0092568668511e-10,4,FAP
AFF4,1.42364997918714e-14,-0.253773816578814,0.446,0.582,2.03653129522721e-10,4,AFF4
FKBP4,1.54311550758735e-14,-0.287162023088754,0.202,0.319,2.20742673360371e-10,4,FKBP4
TBC1D9,1.5458046143583e-14,-0.321422242560473,0.084,0.185,2.21127350083955e-10,4,TBC1D9
TRAPPC6A.2,1.63051357968782e-14,0.279724959172421,0.259,0.193,2.33244967574343e-10,4,TRAPPC6A
AFAP1L1.2,1.64044987579368e-14,-0.251898859436183,0.223,0.339,2.34666354732286e-10,4,AFAP1L1
SPEN,1.81554128075274e-14,-0.29650310719053,0.209,0.324,2.59713180211679e-10,4,SPEN
CALHM2.2,1.89438366043564e-14,0.279112125397541,0.324,0.257,2.70991582625318e-10,4,CALHM2
SEC24D.1,1.91207532090158e-14,-0.318271901472231,0.11,0.218,2.73522374654972e-10,4,SEC24D
C16orf72,2.13462829717324e-14,-0.278844724573984,0.152,0.254,3.05358577910632e-10,4,C16orf72
ENDOD1.1,2.17542947215769e-14,0.28263712621471,0.342,0.261,3.11195185992157e-10,4,ENDOD1
PTP4A1,2.28033395188098e-14,-0.307209403794562,0.196,0.313,3.26201771816574e-10,4,PTP4A1
NUFIP2,2.32648072206672e-14,-0.29137276567009,0.243,0.353,3.32803067291644e-10,4,NUFIP2
MMP1.2,2.38014980761774e-14,-0.407391539283021,0.037,0.11,3.40480429979718e-10,4,MMP1
GEM.4,2.43525118727545e-14,-0.376914368592368,0.078,0.175,3.48362682339753e-10,4,GEM
WDR26,2.44810462817112e-14,-0.282199233907655,0.136,0.243,3.50201367059879e-10,4,WDR26
CHD3.4,2.49443230057965e-14,-0.336799074327781,0.153,0.27,3.56828540597919e-10,4,CHD3
KLHL24,3.12529816980712e-14,-0.253248120208785,0.163,0.269,4.47073903190908e-10,4,KLHL24
GRB10.2,3.13217731289535e-14,-0.303620960593448,0.279,0.403,4.4805796460968e-10,4,GRB10
GGH.3,3.13774962766267e-14,-0.287048268880564,0.046,0.125,4.48855084237145e-10,4,GGH
ODC1.1,3.16378013924644e-14,-0.354532014155187,0.201,0.32,4.52578748919203e-10,4,ODC1
TIPARP.2,3.69521537154605e-14,-0.363556425905306,0.138,0.251,5.28600558899663e-10,4,TIPARP
MYO6.1,3.71930156477641e-14,-0.314177098780527,0.209,0.329,5.32046088841266e-10,4,MYO6
HERC1.1,3.74101855977484e-14,-0.28846451457427,0.224,0.347,5.3515270497579e-10,4,HERC1
NFKBIB,3.87306722490203e-14,-0.305756431760663,0.169,0.286,5.54042266522235e-10,4,NFKBIB
PPP1R10.1,3.96412572458836e-14,-0.264284060270948,0.331,0.411,5.67068184902365e-10,4,PPP1R10
EOGT.2,4.08407126664961e-14,-0.267404565895054,0.162,0.273,5.84226394694227e-10,4,EOGT
SP110.2,4.83451142496843e-14,0.274658164316268,0.303,0.216,6.91576859341733e-10,4,SP110
FGFR1.1,5.51100150540243e-14,-0.261646142624759,0.171,0.283,7.88348765347818e-10,4,FGFR1
VWA1.4,6.03629922907662e-14,-0.30567192573498,0.485,0.604,8.6349260471941e-10,4,VWA1
FABP4.3,6.16424651162724e-14,0.441171802780898,0.215,0.12,8.81795463488277e-10,4,FABP4
PAPSS1.3,6.61699847825185e-14,-0.305424578403657,0.193,0.303,9.46561632313927e-10,4,PAPSS1
RNF125.1,7.63447056411572e-14,0.312703417885913,0.249,0.179,1.09211101419675e-09,4,RNF125
NR1D2.1,7.68305894186369e-14,-0.269513349073092,0.114,0.209,1.0990615816336e-09,4,NR1D2
THUMPD3-AS1,7.87980587489248e-14,-0.288217101382384,0.16,0.254,1.12720623040337e-09,4,THUMPD3-AS1
PPP1R2,8.72552788545275e-14,-0.257556413008384,0.39,0.504,1.24818676401402e-09,4,PPP1R2
ADM.2,8.78583525525778e-14,-0.421477135282173,0.096,0.183,1.25681373326462e-09,4,ADM
NOCT.3,9.11441596333784e-14,-0.284453644386401,0.076,0.169,1.30381720355548e-09,4,NOCT
SERPINA3.2,9.83076499059125e-14,0.434010563138039,0.16,0.079,1.40629093190408e-09,4,SERPINA3
ZNF521.1,1.10253578207165e-13,0.287846367010395,0.354,0.268,1.57717743625349e-09,4,ZNF521
AKAP13,1.34100435348241e-13,-0.269519026342108,0.555,0.679,1.91830672765659e-09,4,AKAP13
RAPGEF1.3,1.3586450821926e-13,-0.286134962297324,0.146,0.253,1.94354179007651e-09,4,RAPGEF1
JAG2.3,1.38853992674761e-13,-0.321599071390235,0.196,0.315,1.98630636521246e-09,4,JAG2
CCDC68.3,1.4625972631388e-13,0.284894725088219,0.218,0.133,2.09224538492005e-09,4,CCDC68
INTS6.1,1.48220518128337e-13,-0.349732788926042,0.184,0.283,2.12029451182586e-09,4,INTS6
GPX1.1,1.51271043336596e-13,-0.280929974218745,0.384,0.503,2.16393227493e-09,4,GPX1
LRRC59,1.63425632723905e-13,-0.251145252002037,0.274,0.39,2.33780367611545e-09,4,LRRC59
NINJ1,1.90071534180015e-13,-0.308729855365361,0.194,0.315,2.71897329644512e-09,4,NINJ1
SOCS1,1.92811004549846e-13,-0.252895295418852,0.04,0.113,2.75816142008555e-09,4,SOCS1
PTS,1.99390167758588e-13,-0.276766735124872,0.218,0.328,2.8522763497866e-09,4,PTS
AKR1C1,2.25723690345185e-13,0.26809600623009,0.135,0.063,3.22897739038787e-09,4,AKR1C1
NFKBIZ.3,2.40662020080021e-13,-0.281934316482142,0.584,0.68,3.4426701972447e-09,4,NFKBIZ
HSPA6.2,2.44613941209198e-13,-0.610811952816498,0.05,0.127,3.49920242899758e-09,4,HSPA6
RGL1.2,2.46320624678881e-13,-0.273498084165573,0.088,0.178,3.52361653603140e-09,4,RGL1
HAGLROS.3,2.57357751839379e-13,-0.273171753405359,0.076,0.162,3.68150264006232e-09,4,HAGLROS
TGIF1,2.64309133971436e-13,-0.303521253325983,0.239,0.356,3.78094216146139e-09,4,TGIF1
SIRPA.1,2.89900879038383e-13,0.273439816566085,0.234,0.162,4.14703207464407e-09,4,SIRPA
MXD1,3.02954566291395e-13,-0.267890045519835,0.049,0.128,4.33376507079841e-09,4,MXD1
EPHX2,3.29260836671716e-13,0.300538338374715,0.154,0.079,4.71007626858889e-09,4,EPHX2
AKIRIN2,3.3470057481606e-13,-0.256521260568377,0.265,0.374,4.78789172274374e-09,4,AKIRIN2
BCL10,3.36175809546111e-13,-0.270862748627321,0.258,0.372,4.80899495555712e-09,4,BCL10
PLXDC2.1,3.43083229669178e-13,0.303780474548052,0.303,0.218,4.90780560041758e-09,4,PLXDC2
MAST4.1,3.64436625334547e-13,-0.260136161332292,0.386,0.507,5.21326592541069e-09,4,MAST4
PLAUR,3.71170998409506e-13,-0.349898933774046,0.119,0.222,5.30960113224798e-09,4,PLAUR
CEBPB,3.75412535452731e-13,-0.265279174216166,0.079,0.152,5.37027631965132e-09,4,CEBPB
GADD45G.1,3.99386434321846e-13,-0.363094441277878,0.037,0.1,5.71322294297401e-09,4,GADD45G
EFNB2.2,4.31628543733411e-13,-0.3259962205735,0.256,0.354,6.17444631810645e-09,4,EFNB2
ATP13A3.1,4.84248119633459e-13,-0.312347483806711,0.087,0.177,6.92716935135663e-09,4,ATP13A3
GCC2,5.19094799462952e-13,0.259538248308307,0.388,0.322,7.42565110631753e-09,4,GCC2
LIMK2,5.63070935766088e-13,-0.257170251206441,0.123,0.223,8.05472973613389e-09,4,LIMK2
ITGA1.3,5.8228297299356e-13,-0.25952057222422,0.175,0.283,8.32955792867288e-09,4,ITGA1
PHLDB2.2,6.00844165986735e-13,-0.328646871634265,0.161,0.275,8.59507579444025e-09,4,PHLDB2
DYRK3,6.35561231312571e-13,-0.25031432618049,0.038,0.11,9.09170341392633e-09,4,DYRK3
GNA13,6.66497694305781e-13,-0.262228114892609,0.111,0.207,9.5342495170442e-09,4,GNA13
CD200.2,7.91856191475682e-13,-0.283760292311108,0.424,0.554,1.13275028190596e-08,4,CD200
MFGE8,8.46381581054847e-13,0.258026574386572,0.304,0.252,1.21074885169896e-08,4,MFGE8
ASAP3,8.55344587194663e-13,0.283544143914071,0.137,0.068,1.22357043198197e-08,4,ASAP3
SETBP1.1,9.91066210788208e-13,0.291578976592118,0.126,0.064,1.41772021453253e-08,4,SETBP1
HNRNPAB,9.98145313764658e-13,-0.253920502494321,0.382,0.497,1.42784687134034e-08,4,HNRNPAB
CYTL1.3,1.01502929834571e-12,0.287870047134909,0.315,0.263,1.45199941128354e-08,4,CYTL1
PIM1,1.10866495992107e-12,-0.361626984169247,0.118,0.219,1.58594522516709e-08,4,PIM1
SLC41A1.1,1.25743211715498e-12,-0.267421737678466,0.103,0.196,1.7987566435902e-08,4,SLC41A1
FJX1.2,1.25839393524852e-12,-0.306049112596871,0.055,0.135,1.800132524373e-08,4,FJX1
HMOX1.3,1.28125924578277e-12,-0.398232758997744,0.105,0.186,1.83284135109225e-08,4,HMOX1
PELO,1.3680475320479e-12,-0.278664224039501,0.14,0.244,1.95699199459452e-08,4,PELO
ARHGEF7.1,1.5214131836261e-12,-0.251028887070271,0.209,0.313,2.17638155917713e-08,4,ARHGEF7
MFAP3,1.72857342034549e-12,0.259062464357196,0.201,0.149,2.47272427780422e-08,4,MFAP3
SLC12A2.2,1.82977432352614e-12,-0.272405182965375,0.106,0.201,2.61749216980414e-08,4,SLC12A2
NOL4L.3,1.84696663044354e-12,-0.272092028530096,0.18,0.288,2.64208576484949e-08,4,NOL4L
RBP5.3,1.85400289723068e-12,0.312235271094786,0.288,0.189,2.65215114448849e-08,4,RBP5
RAPGEF3,2.20059473356141e-12,0.283473659113891,0.397,0.311,3.1479507663596e-08,4,RAPGEF3
DEDD2,3.09161378564455e-12,-0.289500708913254,0.089,0.18,4.42255352036453e-08,4,DEDD2
CDK17,3.19977368187501e-12,-0.258581725808025,0.326,0.445,4.5772762519222e-08,4,CDK17
CSF2RB.3,3.33664009311379e-12,0.297154620413287,0.373,0.309,4.77306365319928e-08,4,CSF2RB
PDGFD.3,3.35490596189468e-12,-0.259912410268782,0.035,0.104,4.79919297849034e-08,4,PDGFD
ACACB,3.67386165514986e-12,0.302067997385517,0.158,0.082,5.25545909769187e-08,4,ACACB
BCL6B.1,3.94622767933899e-12,-0.272564709884205,0.258,0.379,5.64507869529443e-08,4,BCL6B
PLEKHO1.2,3.97047334097306e-12,-0.251300426106123,0.177,0.282,5.67976211426197e-08,4,PLEKHO1
GOLPH3,4.10572822192242e-12,-0.261894831171504,0.308,0.431,5.87324422146003e-08,4,GOLPH3
GATA2.2,4.44827091140489e-12,-0.285434019345646,0.203,0.282,6.36325153876469e-08,4,GATA2
HMOX2.3,4.51440783027373e-12,-0.252289957398631,0.301,0.423,6.45786040120656e-08,4,HMOX2
CXCL3.3,4.67509409660744e-12,-0.424147210958474,0.144,0.245,6.68772210519694e-08,4,CXCL3
KCNN3.2,4.77767765854334e-12,-0.304869960274828,0.094,0.184,6.83446789054625e-08,4,KCNN3
DUSP14,5.03168032922119e-12,-0.261663644471903,0.09,0.179,7.19781871095091e-08,4,DUSP14
ICAM4.2,5.52275014500644e-12,-0.348866364903162,0.072,0.15,7.90029408243171e-08,4,ICAM4
GGT5.1,7.31617701339517e-12,0.26179216801949,0.369,0.299,1.04657912176618e-07,4,GGT5
PLA1A.4,7.57940776821127e-12,0.361902174794723,0.279,0.19,1.08423428124262e-07,4,PLA1A
UBD.3,8.10116299144749e-12,0.317541738941858,0.298,0.198,1.15887136592656e-07,4,UBD
MAPKAPK2,8.4006243177174e-12,-0.28598021824036,0.146,0.246,1.20170930864947e-07,4,MAPKAPK2
MPRIP.2,1.04097544904498e-11,-0.267920677908137,0.236,0.345,1.48911537985885e-07,4,MPRIP
NAV1.2,1.10399213730387e-11,-0.25022841497369,0.138,0.234,1.57926075241319e-07,4,NAV1
MRPL17.3,1.1180193755644e-11,-0.257152137277147,0.357,0.477,1.59932671674487e-07,4,MRPL17
ZC3HAV1.1,1.2060682322401e-11,-0.272493753844898,0.252,0.35,1.72528060621947e-07,4,ZC3HAV1
PRNP,1.26826498743668e-11,-0.270790478756837,0.267,0.368,1.81425306452817e-07,4,PRNP
KPNA4,1.30712921287528e-11,-0.273213738696612,0.189,0.291,1.86984833901809e-07,4,KPNA4
NFIL3,1.37153980704209e-11,-0.265157315325038,0.057,0.133,1.9619876939737e-07,4,NFIL3
DGKH.1,1.67807758903511e-11,-0.261754604917808,0.134,0.231,2.40048999111473e-07,4,DGKH
KIF22.1,1.9411505951382e-11,0.26796854621824,0.202,0.128,2.7768159263452e-07,4,KIF22
RCC1,2.06013202970324e-11,-0.256448197730473,0.152,0.251,2.94701886849049e-07,4,RCC1
PKIG.2,2.16224275869149e-11,-0.256855791346515,0.479,0.603,3.09308826630818e-07,4,PKIG
PLCB4.2,2.44409364113684e-11,0.262369465608505,0.272,0.194,3.49627595364625e-07,4,PLCB4
AHNAK2.1,2.77755458348661e-11,0.269276977694045,0.163,0.091,3.9732918316776e-07,4,AHNAK2
CFH.3,2.85565477256525e-11,0.259634703456982,0.492,0.417,4.08501415215459e-07,4,CFH
MRPL18,2.99026666516485e-11,-0.256999142976697,0.36,0.469,4.27757646451832e-07,4,MRPL18
CASP3,2.99761937867134e-11,-0.256432067501559,0.12,0.21,4.28809452118935e-07,4,CASP3
MYO1E.2,3.12508386547515e-11,-0.254710942546659,0.342,0.462,4.47043246956221e-07,4,MYO1E
GOLGA8B,3.62535790665217e-11,0.269774388900337,0.111,0.057,5.18607448546594e-07,4,GOLGA8B
ALDH1A1,3.73361306873562e-11,-0.266427948822989,0.054,0.125,5.34093349482631e-07,4,ALDH1A1
STAT6,4.01710320640951e-11,0.250552840919123,0.324,0.25,5.7464661367688e-07,4,STAT6
GTF2B.2,4.48470373813188e-11,-0.277199946248234,0.205,0.308,6.41536869739765e-07,4,GTF2B
TP53BP2,5.1122525538882e-11,-0.281442379673318,0.111,0.198,7.31307727833707e-07,4,TP53BP2
CRACR2B.2,5.11435701553558e-11,0.26078935012883,0.204,0.138,7.31608771072365e-07,4,CRACR2B
CRYL1.3,5.25980091316261e-11,0.280647364585653,0.265,0.191,7.52414520627911e-07,4,CRYL1
KRT18.2,6.5617509599084e-11,-0.261773529232645,0.172,0.255,9.38658474814896e-07,4,KRT18
GCH1.2,6.66498570203706e-11,-0.313766860888583,0.098,0.185,9.53426204676402e-07,4,GCH1
ADAMTS6.3,8.70706157634065e-11,-0.294204188802187,0.124,0.218,1.24554515849553e-06,4,ADAMTS6
CNTNAP3B.3,9.62933814238919e-11,0.262137585480581,0.236,0.183,1.37747682126877e-06,4,CNTNAP3B
MRRF,1.05440688796038e-10,0.255442595759198,0.256,0.196,1.50832905322732e-06,4,MRRF
MTRF1L,1.08585342045082e-10,-0.280866212654443,0.137,0.228,1.5533133179549e-06,4,MTRF1L
NES.4,1.16842514745529e-10,-0.338027379866607,0.156,0.256,1.67143217343479e-06,4,NES
CCDC80.2,1.24446719230883e-10,-0.277273233079874,0.074,0.152,1.78021031859778e-06,4,CCDC80
NFKBID.3,1.32080636232729e-10,-0.310361616617767,0.098,0.177,1.88941350130918e-06,4,NFKBID
ACE.4,1.37439144239749e-10,-0.317711911668131,0.147,0.228,1.96606695834961e-06,4,ACE
LRP5.2,1.43215635942204e-10,0.280702213350065,0.255,0.181,2.04869967215322e-06,4,LRP5
SOS1.2,1.80452540504836e-10,-0.263377785439967,0.158,0.246,2.58137359192168e-06,4,SOS1
GLA.2,2.18553317147401e-10,-0.281356259936263,0.13,0.214,3.12640520179357e-06,4,GLA
ESF1,2.57312778111899e-10,0.254311675308422,0.299,0.24,3.68085929089072e-06,4,ESF1
