,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
TPD52,8.32203639276773e-99,0.394915896526626,0.122,0.028,1.19046730598542e-94,vein,TPD52
OSMR,3.69312457708814e-97,0.459051909146473,0.31,0.201,5.28301470752459e-93,vein,OSMR
DAAM1,5.0991971305414e-97,0.342418012389658,0.392,0.339,7.29440149523947e-93,vein,DAAM1
GNB4,7.18698274152821e-97,0.383601102390124,0.363,0.288,1.02809788117561e-92,vein,GNB4
CMIP,1.17775511908858e-96,0.287903679748032,0.602,0.561,1.68477869785621e-92,vein,CMIP
MT-ND6,3.15701515808167e-96,0.276622501212684,0.708,0.697,4.51611018363584e-92,vein,MT-ND6
METTL7A,5.28688264968115e-96,0.435192129698952,0.161,0.051,7.56288563036889e-92,vein,METTL7A
MEOX2,1.35091845712381e-95,0.491354158178307,0.23,0.1,1.93248885291561e-91,vein,MEOX2
PKP4,9.80822609543005e-94,0.366520731128765,0.533,0.452,1.40306674295127e-89,vein,PKP4
CHD1,1.5077554105818e-93,0.273612124755817,0.504,0.474,2.15684411483727e-89,vein,CHD1
TMEM88,7.06296762735605e-93,0.490692329942294,0.384,0.27,1.01035751909328e-88,vein,TMEM88
TIPARP,3.06057336817368e-92,0.487414895993903,0.312,0.193,4.37815020317245e-88,vein,TIPARP
PDLIM3,1.07431525226601e-91,0.443023952351347,0.398,0.266,1.53680796836653e-87,vein,PDLIM3
TIAM1,2.37984635909157e-91,0.387168888736468,0.1,0.021,3.40437021668049e-87,vein,TIAM1
TIFA,3.64104260293166e-91,0.404529292958195,0.364,0.278,5.20851144349375e-87,vein,TIFA
DOC2B,7.49277870697536e-91,0.456860162872128,0.316,0.203,1.07184199403283e-86,vein,DOC2B
GLUL,8.795827645393e-91,0.365276474951512,0.628,0.543,1.25824314467347e-86,vein,GLUL
ARF6,9.84413088437955e-91,0.270289198556885,0.374,0.355,1.4082029230105e-86,vein,ARF6
CXCL2,1.15110606560759e-90,0.495761806553592,0.538,0.433,1.64665722685166e-86,vein,CXCL2
MGLL,1.01419802346777e-89,0.362140935953284,0.56,0.476,1.45081027257064e-85,vein,MGLL
NET1,1.72154877775837e-89,0.449234208953468,0.371,0.269,2.46267552658335e-85,vein,NET1
WNK1,3.76977707761033e-89,0.311769284989046,0.45,0.406,5.39266610952157e-85,vein,WNK1
CRTAC1,3.91188679982521e-89,0.492908651365906,0.121,0.036,5.59595406714996e-85,vein,CRTAC1
GJA1,1.62220197606644e-88,0.274078146302764,0.617,0.583,2.32055992676305e-84,vein,GJA1
PALMD,5.12604811130988e-88,0.275408396459148,0.71,0.658,7.33281182322878e-84,vein,PALMD
MET,1.8476123924891e-87,0.478192189057696,0.275,0.148,2.64300952745566e-83,vein,MET
ITGB4,3.27495235394168e-87,0.399885561262755,0.508,0.392,4.68481934231358e-83,vein,ITGB4
CRYL1,5.74263062578098e-87,0.420718520126853,0.255,0.151,8.2148331101797e-83,vein,CRYL1
KLF10,2.05985644157318e-86,0.290103306239157,0.659,0.624,2.94662463967043e-82,vein,KLF10
RSPO3,6.90596489989663e-86,0.414674733639126,0.132,0.038,9.87898278930213e-82,vein,RSPO3
RPGR,8.98955842456348e-86,0.401382953788275,0.341,0.245,1.28595633263381e-81,vein,RPGR
TNFRSF10B,9.69657795748439e-86,0.32323465458271,0.47,0.402,1.38709547681814e-81,vein,TNFRSF10B
CPD,2.64690467348195e-85,0.311738273870526,0.401,0.35,3.78639713541593e-81,vein,CPD
LY96,2.95579964588598e-85,0.3364703208205,0.416,0.366,4.22827139343989e-81,vein,LY96
BIRC3,4.66393296435075e-85,0.503888399633228,0.32,0.191,6.67175610550375e-81,vein,BIRC3
UAP1,4.99572471885437e-85,0.422547892565701,0.301,0.204,7.14638421032117e-81,vein,UAP1
ZFAND1,6.26771394189391e-85,0.391262151318554,0.324,0.239,8.96596479387923e-81,vein,ZFAND1
PPP1R10,8.75969723973286e-85,0.41525218803779,0.452,0.371,1.25307469014379e-80,vein,PPP1R10
AK4,1.49932165424562e-84,0.414527596428581,0.133,0.046,2.14477962639835e-80,vein,AK4
PNRC2,1.73852323531156e-84,0.261319951422171,0.511,0.477,2.48695748811318e-80,vein,PNRC2
MAOA,4.55062185122731e-84,0.456946889971141,0.21,0.097,6.50966455818067e-80,vein,MAOA
TSPAN12,1.12021235485628e-83,0.320019998579393,0.369,0.313,1.6024637736219e-79,vein,TSPAN12
SOX7,2.29057467366384e-83,0.396847676110837,0.429,0.353,3.27666707067613e-79,vein,SOX7
KLF7,2.57587564652862e-83,0.36575517161645,0.389,0.31,3.68479011235919e-79,vein,KLF7
CALCOCO2,2.59820403044586e-83,0.304185455976631,0.447,0.399,3.71673086555281e-79,vein,CALCOCO2
PTGDS,1.08522724510049e-82,0.606524855072401,0.263,0.147,1.55241757411625e-78,vein,PTGDS
LPAR6,3.59563398369002e-82,0.253502717534146,0.438,0.424,5.14355441366857e-78,vein,LPAR6
KDM6B,6.12968986453187e-82,0.324232683364241,0.496,0.435,8.76852135121284e-78,vein,KDM6B
AHNAK2,1.27865112451466e-81,0.426913635316048,0.151,0.054,1.82911043361823e-77,vein,AHNAK2
IFNGR1,3.17708486056205e-81,0.317980614056993,0.491,0.429,4.54481989303401e-77,vein,IFNGR1
KBTBD2,7.03787340310332e-81,0.277148665403224,0.461,0.422,1.00676779031393e-76,vein,KBTBD2
FABP5,1.24223869769173e-80,0.41313994745867,0.643,0.544,1.77702245704802e-76,vein,FABP5
IRAK3,1.58412469552799e-80,0.430652846540273,0.251,0.148,2.26609037695279e-76,vein,IRAK3
ARAP2,2.39948630396441e-80,0.387889481583716,0.12,0.035,3.43246515782109e-76,vein,ARAP2
GIMAP6,4.27905998338255e-80,0.274809376776077,0.393,0.366,6.12119530622874e-76,vein,GIMAP6
FRY,8.79195564959053e-80,0.4446832888213,0.319,0.206,1.25768925567392e-75,vein,FRY
RAB27A,9.09012237843973e-80,0.402271270074932,0.288,0.196,1.3003420062358e-75,vein,RAB27A
PPP2R5A,9.85290583611456e-80,0.395433873801488,0.273,0.196,1.40945817985619e-75,vein,PPP2R5A
NXT1,2.62156371411127e-79,0.258286205397941,0.416,0.386,3.75014689303617e-75,vein,NXT1
CYBRD1,3.42540095017593e-79,0.429697226691419,0.186,0.082,4.90003605922666e-75,vein,CYBRD1
TNFSF9,6.07309885565243e-79,0.396199490229384,0.114,0.033,8.6875679130108e-75,vein,TNFSF9
CD14,1.0126418405711e-78,0.420881034331197,0.162,0.069,1.44858415293696e-74,vein,CD14
NUDCD1,3.08179074055216e-78,0.361052740513474,0.301,0.224,4.40850165435987e-74,vein,NUDCD1
CSF2RB,1.05155491086335e-77,0.411053342847112,0.367,0.273,1.50424929999002e-73,vein,CSF2RB
RBP5,1.07098447176533e-77,0.473007680717968,0.266,0.144,1.5320432868603e-73,vein,RBP5
LCN6,4.97788268985826e-77,0.448032184579282,0.181,0.083,7.12086118784224e-73,vein,LCN6
SPTLC2,3.03757637147297e-75,0.27939371948883,0.372,0.332,4.34525299939208e-71,vein,SPTLC2
ZBTB16,9.24314047757051e-75,0.384495330524722,0.162,0.062,1.32223124531646e-70,vein,ZBTB16
LYRM1,1.04550971790851e-74,0.378331436471136,0.257,0.178,1.49560165146812e-70,vein,LYRM1
SRPX,9.78547650277176e-74,0.423962987050905,0.169,0.072,1.3998124137215e-69,vein,SRPX
AGPAT2,1.83355507883162e-72,0.406564177908,0.289,0.187,2.62290054026863e-68,vein,AGPAT2
ADAMTS1,3.18936354245659e-72,0.312505763200376,0.574,0.543,4.56238454748415e-68,vein,ADAMTS1
RGS16,4.12249808015438e-72,0.380771316497786,0.609,0.532,5.89723350366085e-68,vein,RGS16
STX11,1.11240582302327e-71,0.401835391519635,0.163,0.077,1.59129652983479e-67,vein,STX11
TCN2,1.14189485785205e-71,0.307105164414993,0.466,0.395,1.63348059415735e-67,vein,TCN2
REL,1.34099762760046e-71,0.254643618122373,0.496,0.463,1.91829710628245e-67,vein,REL
LTC4S,7.79075673799338e-71,0.390287097536339,0.237,0.122,1.11446775136995e-66,vein,LTC4S
MAP3K13,8.79701026640705e-71,0.293768556270546,0.356,0.306,1.25841231860953e-66,vein,MAP3K13
SGMS2,9.17123061894782e-71,0.331025814209797,0.102,0.031,1.31194454004048e-66,vein,SGMS2
CD79B,1.3167583790373e-70,0.401091564288439,0.245,0.15,1.88362286121286e-66,vein,CD79B
GIMAP7,1.62667793003695e-70,0.252566487007373,0.592,0.567,2.32696277891786e-66,vein,GIMAP7
TPST2,2.92469962285377e-70,0.267451764126744,0.452,0.412,4.18378281049232e-66,vein,TPST2
CDC42EP4,3.72362027801983e-70,0.349618621950142,0.249,0.185,5.32663880770737e-66,vein,CDC42EP4
FNIP2,6.60852912598243e-70,0.377509369091169,0.325,0.24,9.45350091471787e-66,vein,FNIP2
GPRC5A,9.72205176491997e-70,0.343480950015058,0.101,0.027,1.3907395049718e-65,vein,GPRC5A
SERTAD3,3.36104923560718e-69,0.346135389629272,0.307,0.25,4.80798093153607e-65,vein,SERTAD3
CH25H,4.13285387750895e-69,0.472050119458314,0.163,0.084,5.91204747177655e-65,vein,CH25H
SLC41A3,6.65845638560674e-69,0.3492463800902,0.322,0.242,9.52492185961044e-65,vein,SLC41A3
CLEC1A,4.07627641968189e-68,0.269626419997549,0.331,0.293,5.83111341835494e-64,vein,CLEC1A
AKR1C1,7.39099377758878e-68,0.414441954131116,0.111,0.035,1.05728165988407e-63,vein,AKR1C1
GMDS,3.32872783168261e-67,0.317153603010298,0.357,0.294,4.76174516322198e-63,vein,GMDS
ATF3,2.27782730844663e-66,0.283801534027429,0.686,0.596,3.25843196473291e-62,vein,ATF3
CELF2,3.25002360060927e-66,0.395657841054018,0.181,0.088,4.64915876067156e-62,vein,CELF2
MMP28,3.71015827861848e-66,0.399718707723063,0.308,0.204,5.30738141756373e-62,vein,MMP28
NUAK1,8.23969846900486e-66,0.287444145405722,0.346,0.312,1.17868886599114e-61,vein,NUAK1
EGR2,1.66915885199959e-65,0.389209414888265,0.109,0.035,2.38773173778541e-61,vein,EGR2
CDKN3,8.87198974335067e-65,0.405371898538155,0.19,0.095,1.26913813278631e-60,vein,CDKN3
NOSTRIN,1.62602808956651e-64,0.328947065355088,0.486,0.399,2.32603318212489e-60,vein,NOSTRIN
PLCB4,2.63759704815896e-64,0.410861973405108,0.264,0.151,3.77308257739139e-60,vein,PLCB4
EGLN3,2.95644913183169e-64,0.398174352356558,0.176,0.086,4.22920048308523e-60,vein,EGLN3
AMD1,3.59399258036282e-64,0.331810309680727,0.364,0.303,5.14120638620901e-60,vein,AMD1
AKAP12,6.47271278046297e-64,0.428451607337924,0.259,0.142,9.25921563245227e-60,vein,AKAP12
INMT,7.40540340323193e-64,0.351585358043893,0.118,0.044,1.05934295683233e-59,vein,INMT
GCA,8.01459533425557e-64,0.369134747348667,0.218,0.137,1.14648786256526e-59,vein,GCA
NTN4,1.73445934287225e-63,0.379923547395639,0.132,0.063,2.48114408997875e-59,vein,NTN4
ECHDC2,2.07457838348644e-63,0.356060250250693,0.151,0.064,2.96768437757736e-59,vein,ECHDC2
CTSH,2.32424732123124e-63,0.25210972453875,0.574,0.539,3.32483579302128e-59,vein,CTSH
PBX1,5.43365114435353e-63,0.361103009553063,0.212,0.14,7.77283796199773e-59,vein,PBX1
ATP8B1,1.76883238307025e-62,0.375475061841536,0.302,0.214,2.53031472398199e-58,vein,ATP8B1
COQ10B,2.71406185832603e-62,0.291182980795345,0.391,0.328,3.88246548833539e-58,vein,COQ10B
GTF2B,7.53573141531644e-62,0.281113053099078,0.325,0.283,1.07798637896102e-57,vein,GTF2B
ANXA4,9.12738886680569e-62,0.268096123813064,0.383,0.333,1.30567297739655e-57,vein,ANXA4
IL15,4.93282249198755e-61,0.359724756363675,0.205,0.122,7.05640257478819e-57,vein,IL15
ZNF608,7.4986888208799e-61,0.363145283189266,0.171,0.105,1.07268743582687e-56,vein,ZNF608
RNF138,7.94701156792726e-61,0.299573906447352,0.29,0.233,1.13682000479199e-56,vein,RNF138
DEDD,1.01523430060124e-60,0.257299567832219,0.281,0.242,1.45229266701007e-56,vein,DEDD
MTHFD2,1.91744885249144e-60,0.25228970819203,0.232,0.2,2.742910583489e-56,vein,MTHFD2
NBL1,2.04617756776835e-60,0.346239478790702,0.279,0.203,2.92705701069262e-56,vein,NBL1
AKIRIN1,2.23797411577365e-60,0.261037505728857,0.311,0.27,3.20142197261421e-56,vein,AKIRIN1
ADAMTS18,2.68126787676675e-59,0.320064230185589,0.116,0.04,3.83555369771484e-55,vein,ADAMTS18
HDAC9,3.91175853263595e-59,0.341564495102989,0.109,0.047,5.59577058093572e-55,vein,HDAC9
ODF3B,8.00562412241912e-59,0.323283244877677,0.422,0.342,1.14520453071205e-54,vein,ODF3B
CNTNAP3B,1.43942937784261e-58,0.356665935699923,0.235,0.151,2.05910372500386e-54,vein,CNTNAP3B
RNF115,1.41982844310812e-57,0.286807430611561,0.337,0.283,2.03106458786616e-53,vein,RNF115
LRP5,2.69173539716395e-57,0.383575618484111,0.239,0.146,3.85052748564304e-53,vein,LRP5
MATN2,3.46701228329606e-57,0.344852568723203,0.411,0.323,4.95956107125501e-53,vein,MATN2
PTAFR,9.42019035593593e-57,0.355766401842126,0.151,0.07,1.34755823041663e-52,vein,PTAFR
USP36,9.61922377387429e-57,0.350611817581898,0.237,0.158,1.37602996085272e-52,vein,USP36
FOXF1,1.08786764311665e-56,0.357789546760708,0.168,0.105,1.55619466347836e-52,vein,FOXF1
MYOF,1.12145752592756e-56,0.282147533845831,0.416,0.358,1.60424499083937e-52,vein,MYOF
ARHGEF3,2.02215303935479e-56,0.29722844906271,0.363,0.308,2.89268992279702e-52,vein,ARHGEF3
NR4A2,7.30659933484536e-55,0.374118015942579,0.453,0.348,1.04520903484963e-50,vein,NR4A2
EBF1,9.54838492801049e-55,0.318742477178596,0.323,0.26,1.3658964639519e-50,vein,EBF1
FAM162A,3.79888484121686e-54,0.269918008690246,0.334,0.282,5.43430476536073e-50,vein,FAM162A
NUPR1,4.12097964226866e-54,0.299838031487259,0.152,0.071,5.89506137826532e-50,vein,NUPR1
CFH,4.40304463447495e-54,0.279398919877893,0.452,0.4,6.29855534961641e-50,vein,CFH
PRKCE,1.05515771604277e-53,0.334498205684871,0.214,0.145,1.50940311279918e-49,vein,PRKCE
C11orf96,1.13368503337178e-53,0.357090909163526,0.211,0.16,1.62173644023834e-49,vein,C11orf96
GIPC2,1.43527459163706e-53,0.362267977923311,0.203,0.113,2.05316030333681e-49,vein,GIPC2
ITPR1,1.97172444890703e-53,0.349318642042811,0.259,0.18,2.82055182416151e-49,vein,ITPR1
RNF122,6.65754761615095e-53,0.331773257627226,0.176,0.104,9.52362186490393e-49,vein,RNF122
RFX2,1.75682549539641e-52,0.326369050424704,0.223,0.146,2.51313887116456e-48,vein,RFX2
FZD6,2.3843243567047e-52,0.261011248186841,0.333,0.291,3.41077599226607e-48,vein,FZD6
NENF,3.52924317623642e-52,0.292414474517553,0.348,0.291,5.04858236360621e-48,vein,NENF
STARD3,6.81954053338778e-52,0.252836681270619,0.333,0.287,9.75535273301121e-48,vein,STARD3
FKBP11,7.08543856898046e-52,0.25989202953451,0.336,0.288,1.01357198729265e-47,vein,FKBP11
ALDH2,7.65583774273476e-52,0.256830759986497,0.394,0.336,1.09516758909821e-47,vein,ALDH2
SETBP1,1.45427559320517e-51,0.279081696866528,0.107,0.039,2.08034123607999e-47,vein,SETBP1
PDE2A,1.72047863556846e-51,0.316581385673737,0.326,0.259,2.46114468818068e-47,vein,PDE2A
CXCL3,2.11748098004923e-51,0.456647634202044,0.292,0.199,3.02905654196043e-47,vein,CXCL3
PLA1A,4.49517412350936e-51,0.394254722179572,0.252,0.154,6.43034658368014e-47,vein,PLA1A
SERTAD2,5.17002462976575e-51,0.266208839677433,0.243,0.206,7.3957202328799e-47,vein,SERTAD2
FBXO31,1.40161064953375e-50,0.320622466624051,0.231,0.17,2.00500403415803e-46,vein,FBXO31
ASS1,4.45331384232413e-50,0.401165125331984,0.382,0.267,6.37046545144466e-46,vein,ASS1
GIMAP5,6.43115419571726e-50,0.350580830916899,0.253,0.175,9.19976607697354e-46,vein,GIMAP5
LETMD1,6.82548442769582e-50,0.305078408303824,0.22,0.157,9.76385547381887e-46,vein,LETMD1
EPB41L3,1.05965723820041e-49,0.358572463169172,0.277,0.181,1.51583967924569e-45,vein,EPB41L3
EPB41L4A-AS1,1.1278835853102e-49,0.251050840854823,0.287,0.244,1.61343746878624e-45,vein,EPB41L4A-AS1
IGF2BP2,4.1590295004175e-49,0.324985995398614,0.142,0.073,5.94949170034723e-45,vein,IGF2BP2
ATP11C,8.19128809828096e-49,0.263244067979066,0.298,0.253,1.17176376245909e-44,vein,ATP11C
SSBP2,9.47511244730063e-49,0.32243465116401,0.15,0.074,1.35541483558636e-44,vein,SSBP2
BNIP3,6.41598496375291e-48,0.266775655617946,0.299,0.245,9.17806649064854e-44,vein,BNIP3
MLF1,1.13504774926283e-47,0.287024871646247,0.253,0.192,1.62368580532048e-43,vein,MLF1
NPR1,1.25232113818782e-47,0.302961621309567,0.231,0.171,1.79144538817768e-43,vein,NPR1
FOXO1,1.78842715644894e-47,0.251804546572219,0.324,0.283,2.5583450473002e-43,vein,FOXO1
CD302,2.54190548974285e-47,0.274930454812356,0.202,0.152,3.63619580307715e-43,vein,CD302
TNFRSF10A,1.11014694536049e-46,0.317139582200164,0.231,0.157,1.58806520533818e-42,vein,TNFRSF10A
REV3L,1.31395758216738e-46,0.276179361009839,0.29,0.242,1.87961632129043e-42,vein,REV3L
HMOX1,4.677011775134e-46,0.397490550823623,0.218,0.152,6.69046534432918e-42,vein,HMOX1
SLC8A1,9.03457260668725e-46,0.302476110977922,0.137,0.064,1.29239561138661e-41,vein,SLC8A1
SCN1B,2.65281723415338e-45,0.276250499844162,0.108,0.059,3.79485505345641e-41,vein,SCN1B
EPHX2,3.02626948101438e-45,0.284579813999126,0.122,0.056,4.32907849259107e-41,vein,EPHX2
EGR3,4.35125039065467e-45,0.367039894501022,0.247,0.163,6.22446368383151e-41,vein,EGR3
BAALC,5.99411375231433e-45,0.278847552112315,0.109,0.046,8.57457972268565e-41,vein,BAALC
ASAP3,6.0717503856705e-45,0.273577756619855,0.107,0.047,8.68563892670164e-41,vein,ASAP3
MYO5C,8.63509802375798e-45,0.315882948253676,0.209,0.138,1.23525077229858e-40,vein,MYO5C
BAIAP2,1.13833635477654e-44,0.265929801287577,0.292,0.242,1.62839015550784e-40,vein,BAIAP2
ERI1,1.32745140180287e-44,0.287433578309736,0.123,0.062,1.89891923027901e-40,vein,ERI1
NMRK1,2.90533205484395e-44,0.287758992955842,0.227,0.176,4.15607750445427e-40,vein,NMRK1
ICAM4,6.33801514055529e-44,0.359879640823759,0.189,0.112,9.06653065856434e-40,vein,ICAM4
PTK2B,3.18898402731875e-43,0.275540766002686,0.109,0.046,4.56184165107948e-39,vein,PTK2B
RNF125,3.55528455181841e-43,0.288748731581378,0.215,0.16,5.08583455137624e-39,vein,RNF125
AOC3,9.89670747874141e-43,0.318134167608149,0.162,0.093,1.41572400483396e-38,vein,AOC3
ABLIM3,1.19900681423805e-42,0.304799495163512,0.21,0.14,1.71517924776753e-38,vein,ABLIM3
LRRC70,1.24264453344676e-42,0.289264492216381,0.238,0.171,1.7776030050956e-38,vein,LRRC70
MID1,1.93687656684891e-42,0.297714931306095,0.248,0.183,2.77070192887737e-38,vein,MID1
FLJ20021,2.69972270523612e-42,0.297193707760788,0.182,0.117,3.86195332984028e-38,vein,FLJ20021
ACACB,1.49773744938923e-41,0.286824088700835,0.122,0.06,2.14251342135129e-37,vein,ACACB
NR2F2,2.50075492349546e-41,0.292608922792875,0.44,0.374,3.57732991806025e-37,vein,NR2F2
CRACR2B,6.02917132830729e-41,0.310211828670662,0.177,0.117,8.62472958514357e-37,vein,CRACR2B
SENCR,7.17021678878762e-40,0.25310967132715,0.148,0.102,1.02569951163607e-35,vein,SENCR
SLC40A1,9.2793064913721e-40,0.305099073004139,0.19,0.124,1.32740479359078e-35,vein,SLC40A1
RAPGEF3,1.86042360820074e-39,0.255233671574832,0.343,0.298,2.66133597153115e-35,vein,RAPGEF3
ABCB1,6.3468501608541e-39,0.260803066408513,0.292,0.247,9.07916915510179e-35,vein,ABCB1
ST6GALNAC1,8.17089264847897e-39,0.259569003468363,0.105,0.045,1.16884619336492e-34,vein,ST6GALNAC1
MEIS2,1.30713057772419e-38,0.299571085185408,0.176,0.127,1.86985029143445e-34,vein,MEIS2
MEX3C,1.83654371220772e-38,0.269658888170044,0.233,0.182,2.62717578031314e-34,vein,MEX3C
SNCA,4.98892726446731e-38,0.285033978115117,0.241,0.178,7.13666045182048e-34,vein,SNCA
LSR,1.18405503402025e-37,0.254175552240632,0.234,0.192,1.69379072616597e-33,vein,LSR
DNM3,1.75379875001001e-37,0.280757519574941,0.165,0.107,2.50880911188932e-33,vein,DNM3
N4BP2L1,5.496973975254e-37,0.291315707368572,0.151,0.091,7.86342127160085e-33,vein,N4BP2L1
UBE2D4,1.54070218240402e-36,0.260076747526291,0.15,0.097,2.20397447192895e-32,vein,UBE2D4
C11orf1,1.93612892091996e-36,0.260412873651235,0.169,0.113,2.769632421376e-32,vein,C11orf1
NOCT,2.54935493381794e-35,0.251072426530502,0.194,0.14,3.64685223282657e-31,vein,NOCT
NSUN6,1.21784388996058e-33,0.287807910889158,0.157,0.107,1.74212568458861e-29,vein,NSUN6
C1S,1.01703909228565e-32,0.259429439076997,0.126,0.067,1.45487442151462e-28,vein,C1S
RBKS,1.13492373633412e-32,0.269959584730934,0.276,0.209,1.62350840482595e-28,vein,RBKS
KLF8,1.15898331014973e-32,0.258737074436545,0.117,0.062,1.65792562516919e-28,vein,KLF8
SNTG2,2.7099681234153e-32,0.250874937347843,0.112,0.057,3.87660940054558e-28,vein,SNTG2
F8,3.07468096779805e-32,0.292038757555471,0.137,0.078,4.39833112443511e-28,vein,F8
CSF1,1.81734758663811e-31,0.278531756369637,0.168,0.102,2.59971572268581e-27,vein,CSF1
BNC2,5.91033534213985e-31,0.253213329230233,0.143,0.086,8.45473470693105e-27,vein,BNC2
SP110,3.04165775493834e-30,0.266822297201551,0.256,0.197,4.3510914184393e-26,vein,SP110
C1R,5.09301345420554e-30,0.273609999637991,0.244,0.184,7.28555574624102e-26,vein,C1R
APOD,9.91614100099921e-28,0.269241567885631,0.15,0.09,1.41850397019294e-23,vein,APOD
GEM,4.07967831745139e-27,0.277501025842275,0.196,0.147,5.83597983311421e-23,vein,GEM
INHBB,3.91399923930215e-26,0.259190147950312,0.209,0.149,5.59897591182173e-22,vein,INHBB
PGM5,4.61543664701874e-25,0.253772449803385,0.182,0.127,6.60238212356031e-21,vein,PGM5
CXCL8,1.10876506294611e-24,0.312379825730567,0.171,0.128,1.58608842254441e-20,vein,CXCL8
G0S2,1.87770910157042e-17,0.252652550018408,0.103,0.077,2.68606286979649e-13,vein,G0S2
GJA4,0,2.39985805403226,0.802,0.061,0,arteriole,GJA4
FBLN5,0,2.09123886211778,0.566,0.01,0,arteriole,FBLN5
SEMA3G,0,2.00048244948818,0.68,0.017,0,arteriole,SEMA3G
GJA5,0,1.96289064081222,0.573,0.015,0,arteriole,GJA5
CXCL12,0,1.75513789602112,0.737,0.174,0,arteriole,CXCL12
HEY1,0,1.62529621079947,0.751,0.18,0,arteriole,HEY1
IGF2,0,1.51053303280791,0.838,0.333,0,arteriole,IGF2
ARL15,0,1.47922125571928,0.712,0.192,0,arteriole,ARL15
PLLP,0,1.40502618203923,0.486,0.052,0,arteriole,PLLP
PLPP1,0,1.34722270635231,0.917,0.54,0,arteriole,PLPP1
EGFL8,0,1.30274848890248,0.409,0.027,0,arteriole,EGFL8
SLC9A3R21,0,1.23581565436203,0.926,0.533,0,arteriole,SLC9A3R2
SRGN,0,0.956093161618441,0.974,0.732,0,arteriole,SRGN
PPA1,0,0.945259260382209,0.898,0.596,0,arteriole,PPA1
SRP14,0,0.470865595033493,0.996,0.974,0,arteriole,SRP14
PODXL1,9.18574757005989e-302,0.923126561652394,0.91,0.569,1.31402118989707e-297,arteriole,PODXL
TSPAN2,3.09099040140046e-295,1.35214112339635,0.462,0.067,4.42166176920335e-291,arteriole,TSPAN2
PCSK5,4.07669218649767e-291,1.32043168655887,0.416,0.058,5.83170817278492e-287,arteriole,PCSK5
ALPL,8.90723955403525e-290,1.43737676689911,0.61,0.156,1.27418061820474e-285,arteriole,ALPL
ICAM2,4.20949886796972e-283,0.800031643460229,0.928,0.682,6.02168813063068e-279,arteriole,ICAM2
DKK2,3.4010868656032e-280,1.10203733260723,0.235,0.002,4.86525476124538e-276,arteriole,DKK2
IGFBP31,4.63411491458415e-276,1.45621350353673,0.712,0.239,6.62910138531263e-272,arteriole,IGFBP3
DLL41,2.29436195935434e-273,1.17282723483851,0.758,0.305,3.28208478285638e-269,arteriole,DLL4
EFNB2,3.15440987799214e-270,1.15142627034495,0.739,0.306,4.51238333046776e-266,arteriole,EFNB2
ATP2A3,1.32478860265549e-267,1.18868163489049,0.351,0.027,1.89511009609867e-263,arteriole,ATP2A3
MMP21,5.07276290100085e-261,1.00753410886372,0.773,0.436,7.25658732988171e-257,arteriole,MMP2
AIF1L,2.34085155038821e-258,1.16892041959991,0.431,0.06,3.34858814283034e-254,arteriole,AIF1L
MECOM,1.39024452106991e-252,1.13233120548567,0.684,0.272,1.9887447873905e-248,arteriole,MECOM
LTBP4,7.1508262776111e-248,1.26031661509416,0.476,0.16,1.02292569901227e-243,arteriole,LTBP4
SAT1,2.97761030359893e-247,0.60407343480803,0.964,0.914,4.25947153929826e-243,arteriole,SAT1
TMEM178A,6.86579715389223e-247,1.0056425897131,0.213,0.002,9.82152282864283e-243,arteriole,TMEM178A
PPP1R14A,5.01098364527044e-242,1.14072803384988,0.246,0.009,7.16821210455936e-238,arteriole,PPP1R14A
RHOB1,9.85782822287388e-242,0.665909547600474,0.962,0.791,1.41016232728211e-237,arteriole,RHOB
SULF1,4.52438027400697e-225,1.43701964396555,0.399,0.079,6.47212598196697e-221,arteriole,SULF1
NUDT4,3.16313299891645e-221,1.06012648984202,0.671,0.31,4.52486175494999e-217,arteriole,NUDT4
OCIAD2,8.64278300690836e-219,0.906059677608048,0.752,0.441,1.23635010913824e-214,arteriole,OCIAD2
ARHGAP4,1.50070411949131e-216,1.08958841174367,0.5,0.123,2.14675724293231e-212,arteriole,ARHGAP4
NOTCH41,1.66655128215346e-190,0.925813479159048,0.721,0.331,2.38400160912052e-186,arteriole,NOTCH4
ATP13A3,5.31353220747503e-189,1.08779710988028,0.455,0.141,7.60100782279303e-185,arteriole,ATP13A3
ADGRF51,1.58245417848477e-188,0.803276380636852,0.789,0.497,2.26370070232246e-184,arteriole,ADGRF5
ASS11,9.6697884453346e-188,1.07377410354052,0.665,0.279,1.38326323710511e-183,arteriole,ASS1
S100A4,6.9499311670776e-183,1.30352875395997,0.461,0.15,9.9418765345045e-179,arteriole,S100A4
JAG21,5.1030954339934e-182,0.969979564573635,0.643,0.271,7.29997801832755e-178,arteriole,JAG2
SSUH2,1.15642984505234e-181,0.97797829770742,0.215,0.012,1.65427289334738e-177,arteriole,SSUH2
NEBL,2.56731792876016e-180,0.885170005998405,0.251,0.024,3.67254829709141e-176,arteriole,NEBL
IFI27,9.53211129047514e-180,0.319081792320388,0.995,0.926,1.36356852010247e-175,arteriole,IFI27
SERPINE2,2.13690554867354e-179,1.10433124790831,0.292,0.071,3.05684338737749e-175,arteriole,SERPINE2
A2M,3.0158243403073e-169,0.368322424899345,0.979,0.911,4.3141367188096e-165,arteriole,A2M
