,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
IRAK3,3.19579623403202e-55,-0.354688295874984,0.139,0.225,4.57158651278281e-51,capillary,IRAK3
EIF4G3,5.26172699733755e-55,0.289469434883301,0.366,0.243,7.52690046969136e-51,capillary,EIF4G3
PDIA4,7.32998290706528e-55,0.269497559859108,0.552,0.416,1.04855405485569e-50,capillary,PDIA4
LMBRD1,8.30612878105005e-55,-0.302433058675716,0.289,0.36,1.18819172212921e-50,capillary,LMBRD1
IGF2,9.42912585731659e-55,-0.44186614126826,0.316,0.422,1.34883645388914e-50,capillary,IGF2
RIN3,9.61451823471827e-55,0.279275865535545,0.204,0.108,1.37535683347645e-50,capillary,RIN3
FLNC,1.19535809695754e-54,-0.312313497917282,0.035,0.109,1.70995975769776e-50,capillary,FLNC
TMEM132A,1.52006185302368e-54,0.281425697178419,0.142,0.06,2.17444848075037e-50,capillary,TMEM132A
DEF8,1.59411204228442e-54,0.263417319799649,0.29,0.179,2.28037727648786e-50,capillary,DEF8
MEDAG,1.82870918493048e-54,-0.380447829155291,0.087,0.175,2.61596848904305e-50,capillary,MEDAG
PFDN4,1.83313012270335e-54,0.275300546675956,0.427,0.297,2.62229264052714e-50,capillary,PFDN4
TACSTD2,3.03919192854085e-54,-0.318394452536864,0.121,0.17,4.34756405377769e-50,capillary,TACSTD2
SAMD14,4.3183745749088e-54,0.267316541068024,0.128,0.051,6.17743482940704e-50,capillary,SAMD14
GABARAPL1,5.50540645667534e-54,-0.3239892743379,0.297,0.378,7.87548393627408e-50,capillary,GABARAPL1
ISOC2,5.59506463388326e-54,0.280001548629215,0.372,0.252,8.00373995877001e-50,capillary,ISOC2
OAS2,6.62592167792459e-54,0.298279773906957,0.27,0.161,9.47838096027113e-50,capillary,OAS2
MXD4,6.78235196565728e-54,0.276561016440501,0.213,0.113,9.70215448687274e-50,capillary,MXD4
SP110,1.08165841552842e-53,-0.37467237728928,0.16,0.261,1.5473123634134e-49,capillary,SP110
XXYLT1,1.29975142732064e-53,0.283418432003208,0.217,0.117,1.85929441678218e-49,capillary,XXYLT1
SIN3B,1.37158542914411e-53,0.29905833066248,0.313,0.195,1.96205295639065e-49,capillary,SIN3B
ADAMTS5,1.65730574888115e-53,0.356224217500082,0.133,0.059,2.37077587377449e-49,capillary,ADAMTS5
CKAP4,2.3416953475844e-53,0.259140095789075,0.35,0.234,3.34979519471948e-49,capillary,CKAP4
TM6SF1,3.05924520348816e-53,-0.33013197340184,0.111,0.185,4.37625026358981e-49,capillary,TM6SF1
TSHZ2,3.45059413588517e-53,-0.292533951068077,0.507,0.572,4.93607491138374e-49,capillary,TSHZ2
TIPARP,3.5140155346733e-53,-0.361250478690186,0.194,0.275,5.02679922235015e-49,capillary,TIPARP
PIK3R3,4.12542705116968e-53,-0.279028747728246,0.392,0.431,5.90142339669823e-49,capillary,PIK3R3
FAM171B,6.48140986294522e-53,0.301235360981045,0.293,0.182,9.27165680894314e-49,capillary,FAM171B
TMEM223,8.28489569245417e-53,0.257091989254264,0.301,0.193,1.18515432880557e-48,capillary,TMEM223
RAB32,9.92740439046604e-53,0.284431521602134,0.324,0.207,1.42011519805617e-48,capillary,RAB32
LYRM1,1.18816774107865e-52,-0.354400437716987,0.159,0.245,1.69967395361301e-48,capillary,LYRM1
SPTLC2,1.95723533634299e-52,-0.279166270511917,0.309,0.374,2.79982514863864e-48,capillary,SPTLC2
CENPB,2.25856712819756e-52,0.281294678073326,0.217,0.118,3.23088027688661e-48,capillary,CENPB
TNFRSF25,2.42477398841724e-52,0.285012872281543,0.12,0.046,3.46863919043087e-48,capillary,TNFRSF25
CPPED1,3.77973141383884e-52,0.282001828342818,0.248,0.142,5.40690578749647e-48,capillary,CPPED1
FBXO32,5.6689354320747e-52,0.290697841690331,0.144,0.062,8.10941213558286e-48,capillary,FBXO32
LINC01235,6.95110076773842e-52,0.29974479504228,0.242,0.138,9.94354964824981e-48,capillary,LINC01235
EIF4E2,7.40847310779685e-52,0.251260168767447,0.44,0.317,1.05978207807034e-47,capillary,EIF4E2
CPNE1,1.25376820744258e-51,0.261141640044877,0.408,0.286,1.79351542074662e-47,capillary,CPNE1
RFXANK,1.39901217960277e-51,0.267892145876897,0.355,0.235,2.00128692292177e-47,capillary,RFXANK
DSP,2.50785675374706e-51,-0.36007621124656,0.157,0.238,3.58748908623516e-47,capillary,DSP
GCH1,4.1530240036443e-51,-0.363457728715366,0.124,0.214,5.94090083721317e-47,capillary,GCH1
CPVL,4.62677482020995e-51,-0.315838750808946,0.05,0.125,6.61860138031034e-47,capillary,CPVL
DLGAP4,5.6501795265093e-51,0.276854043912373,0.388,0.264,8.08258181267155e-47,capillary,DLGAP4
UBTD1,6.1580124007668e-51,0.261734041073272,0.379,0.256,8.80903673929691e-47,capillary,UBTD1
ARL4C,8.47100711757168e-51,0.265685841740509,0.222,0.127,1.21177756816863e-46,capillary,ARL4C
GIMAP8,1.22868885934483e-50,-0.346464621705892,0.221,0.307,1.75763941329277e-46,capillary,GIMAP8
GNAI1,1.71702522535752e-50,0.264214089504703,0.222,0.126,2.45620458487394e-46,capillary,GNAI1
LY9,1.7298540372875e-50,0.28535205597309,0.113,0.043,2.47455620033976e-46,capillary,LY9
MIR222HG,1.78229135103051e-50,-0.391373935904272,0.192,0.284,2.54956777764914e-46,capillary,MIR222HG
FLOT2,2.77893382883629e-50,-0.273155846099508,0.269,0.33,3.97526484215032e-46,capillary,FLOT2
NPC1,3.95519065413241e-50,0.30257180498886,0.232,0.13,5.65790023073641e-46,capillary,NPC1
EXOC6,4.07035529798824e-50,-0.342320485137917,0.138,0.231,5.82264325377217e-46,capillary,EXOC6
GNG12,5.80064101625589e-50,-0.290961131226407,0.252,0.319,8.29781697375406e-46,capillary,GNG12
PDGFD,6.70939465334658e-50,0.257692777459543,0.148,0.069,9.59778905161228e-46,capillary,PDGFD
NUDT5,9.47557424527092e-50,0.261227220622975,0.422,0.297,1.355480895786e-45,capillary,NUDT5
HMGCS1,1.15380068198155e-49,0.341766299469433,0.263,0.156,1.6505118755746e-45,capillary,HMGCS1
AIF1L,1.45105934436258e-49,-0.335713235749988,0.052,0.123,2.07574039211067e-45,capillary,AIF1L
ARAP3,1.79952790885689e-49,0.28797923014007,0.369,0.249,2.57422467361978e-45,capillary,ARAP3
FAM89A,2.05365543940512e-49,-0.28721113322142,0.04,0.109,2.93775410606902e-45,capillary,FAM89A
TCF3,2.33483502563841e-49,0.274841899618071,0.181,0.094,3.33998150417574e-45,capillary,TCF3
ANXA4,3.50226077124984e-49,-0.286497620009763,0.307,0.384,5.0099840332729e-45,capillary,ANXA4
NRGN,4.27168835827208e-49,0.269466373161319,0.204,0.111,6.11065019650822e-45,capillary,NRGN
NTN4,5.35382726012701e-49,-0.326463198155255,0.054,0.117,7.65864989561169e-45,capillary,NTN4
HK1,5.4940158920942e-49,0.250116852810601,0.386,0.269,7.85918973364075e-45,capillary,HK1
UCK2,5.7675962667875e-49,0.269046871200331,0.422,0.297,8.25054645963953e-45,capillary,UCK2
ST6GAL1,6.94320556881732e-49,-0.302071999899814,0.186,0.25,9.93225556619318e-45,capillary,ST6GAL1
GPX3,7.81581650401427e-49,-0.310731476837515,0.069,0.129,1.11805255089924e-44,capillary,GPX3
TP53INP2,9.28008845581663e-49,0.278118580941471,0.17,0.083,1.32751665360457e-44,capillary,TP53INP2
MIR181A1HG,9.6187308857068e-49,0.254049669861247,0.122,0.051,1.37595945320036e-44,capillary,MIR181A1HG
EGR3,1.39158989545822e-48,-0.366980999613678,0.149,0.23,1.99066934545298e-44,capillary,EGR3
SNRNP200,6.71945383930973e-48,0.259008145161577,0.378,0.263,9.61217871713257e-44,capillary,SNRNP200
PIK3R1,8.94138358698595e-48,0.279935399107849,0.278,0.173,1.27906492211834e-43,capillary,PIK3R1
PDGFA,1.47767551699053e-47,0.279759125549332,0.17,0.085,2.11381482705496e-43,capillary,PDGFA
SLC7A6,2.30599371500697e-47,0.287313626606786,0.219,0.123,3.29872400931748e-43,capillary,SLC7A6
ADGRG6,3.36099332423308e-47,-0.333603167694379,0.057,0.133,4.80790095031542e-43,capillary,ADGRG6
CYSLTR1,5.97707059307808e-47,-0.317473744524292,0.1,0.151,8.55019948339819e-43,capillary,CYSLTR1
SNCA,9.18991127548915e-47,-0.337266232577117,0.152,0.238,1.31461680795872e-42,capillary,SNCA
SERTAD2,1.37829322051319e-46,-0.26363807637994,0.192,0.24,1.97164845194413e-42,capillary,SERTAD2
NET1,1.44815556494383e-46,-0.264497654867007,0.286,0.329,2.07158653565215e-42,capillary,NET1
ARHGEF7,1.95822091164145e-46,0.270449701634249,0.379,0.26,2.80123501410309e-42,capillary,ARHGEF7
COMMD2,2.06998165229324e-46,0.25225705491289,0.367,0.253,2.96110875360548e-42,capillary,COMMD2
SCAMP5,2.10717618456778e-46,0.251616126742422,0.149,0.072,3.0143155320242e-42,capillary,SCAMP5
JARID2,4.35168444777877e-46,0.253074419021812,0.195,0.107,6.22508460254754e-42,capillary,JARID2
FASN,5.01577459207434e-46,0.261822358670753,0.143,0.066,7.17506555396234e-42,capillary,FASN
SOX7,5.62937859534168e-46,-0.259479836075303,0.361,0.401,8.05282608063627e-42,capillary,SOX7
RALGAPA2,6.49017917018103e-46,-0.306238254061246,0.335,0.411,9.28420130294396e-42,capillary,RALGAPA2
NOMO1,8.42491328045725e-46,0.264067784188081,0.174,0.09,1.20518384476941e-41,capillary,NOMO1
SCIN,1.65898758840946e-45,0.252852875300511,0.104,0.041,2.37318174521973e-41,capillary,SCIN
GPX7,2.31700148002098e-45,0.25271273655134,0.2,0.11,3.31447061717001e-41,capillary,GPX7
GFOD1,2.73391303591114e-45,-0.293762067339007,0.199,0.255,3.91086259787088e-41,capillary,GFOD1
EVA1B,2.94502389334518e-45,0.282994320412786,0.22,0.125,4.21285667943028e-41,capillary,EVA1B
GNB4,4.57110817386865e-45,-0.267582964048475,0.285,0.342,6.5389702427191e-41,capillary,GNB4
KIAA0040,4.65898404063844e-45,-0.320835541288047,0.157,0.221,6.66467667013328e-41,capillary,KIAA0040
MID1,4.85163071715907e-45,-0.332411633520185,0.154,0.246,6.94025774089605e-41,capillary,MID1
ZFAND1,1.74491730649947e-44,-0.261831467149576,0.243,0.295,2.49610420694749e-40,capillary,ZFAND1
CRYL1,5.56252366834616e-44,-0.291220041305265,0.151,0.224,7.95719010756919e-40,capillary,CRYL1
FKBP5,6.46208216370011e-44,-0.295871242600126,0.105,0.171,9.24400853517301e-40,capillary,FKBP5
COPG1,1.74653079492978e-43,0.260080786931618,0.322,0.215,2.49841230214705e-39,capillary,COPG1
UBD,1.75234020992469e-43,-0.453230046019991,0.153,0.237,2.50672267029726e-39,capillary,UBD
RGS12,3.62271329064279e-43,0.272209652694385,0.223,0.132,5.18229136226452e-39,capillary,RGS12
GMDS,4.94146686092782e-43,-0.280412936201303,0.28,0.347,7.06876834455724e-39,capillary,GMDS
ATP13A2,6.96849942262233e-43,0.25085900623341,0.191,0.106,9.96843842406124e-39,capillary,ATP13A2
C21orf91,1.89705448882313e-42,-0.325429059409034,0.152,0.229,2.71373644626149e-38,capillary,C21orf91
PLPP2,2.83439283684312e-42,0.260055704255006,0.254,0.159,4.05459895310409e-38,capillary,PLPP2
BMP1,4.3145404679581e-42,0.255689774879225,0.292,0.191,6.17195013941405e-38,capillary,BMP1
SYCE1L,4.44961162334144e-42,0.259089359647311,0.191,0.105,6.36516942718993e-38,capillary,SYCE1L
PLLP,2.87278356016293e-41,-0.291539824600409,0.063,0.113,4.10951688281308e-37,capillary,PLLP
PRKAR1B,1.21836865166819e-40,-0.278586505897887,0.206,0.269,1.74287635621135e-36,capillary,PRKAR1B
RUNX1T1,2.23407872519518e-40,-0.288548531965729,0.067,0.116,3.1958496163917e-36,capillary,RUNX1T1
DEDD,3.27632685807797e-40,-0.26094936654042,0.221,0.282,4.68678557048053e-36,capillary,DEDD
SCN3B,3.60290380789456e-40,-0.274743477202127,0.047,0.102,5.15395389719317e-36,capillary,SCN3B
TMEM88,5.41182897370016e-40,-0.279225581509283,0.29,0.337,7.74162134687808e-36,capillary,TMEM88
ERRFI1,1.06522435375471e-39,-0.294271209187085,0.069,0.131,1.52380343804612e-35,capillary,ERRFI1
YAP1,1.18266122655727e-39,-0.266292304423497,0.077,0.137,1.69179688459018e-35,capillary,YAP1
RAB3C,3.57952391875431e-39,-0.328015770177603,0.122,0.203,5.12050896577804e-35,capillary,RAB3C
TM7SF3,4.36905638132445e-39,-0.282291377135332,0.123,0.195,6.24993515348463e-35,capillary,TM7SF3
LETMD1,5.0830682685542e-39,-0.256784529265987,0.149,0.206,7.27132915816678e-35,capillary,LETMD1
MYO5C,5.42871431533172e-39,-0.303813674479619,0.124,0.197,7.76577582808203e-35,capillary,MYO5C
PITHD1,8.19114300696315e-39,-0.25809617662175,0.237,0.297,1.17174300714608e-34,capillary,PITHD1
CELF2,1.17826859731461e-38,-0.290074753537518,0.09,0.152,1.68551322845855e-34,capillary,CELF2
RNF213,1.44385961749983e-38,0.260160140109927,0.526,0.41,2.0654411828335e-34,capillary,RNF213
HINT2,1.7454416674575e-38,-0.301400863014256,0.119,0.196,2.49685430529796e-34,capillary,HINT2
PDE4B,3.49097765969919e-38,0.267269415821284,0.303,0.201,4.99384354219969e-34,capillary,PDE4B
SMIM19,3.61905866612106e-38,-0.282723195733701,0.185,0.259,5.17706342188618e-34,capillary,SMIM19
SH3PXD2A,1.01689737436639e-37,0.251130882870918,0.19,0.108,1.45467169403112e-33,capillary,SH3PXD2A
APOL3,2.01726854589419e-37,-0.264989799468608,0.172,0.241,2.88570265490164e-33,capillary,APOL3
MSMO1,2.66332393248582e-37,0.264220085039147,0.225,0.139,3.80988488542097e-33,capillary,MSMO1
RAB27A,3.58717183527605e-37,-0.277479927158076,0.195,0.26,5.13144931036239e-33,capillary,RAB27A
TOR3A,4.12281667688616e-37,-0.251322510807206,0.149,0.203,5.89768925628565e-33,capillary,TOR3A
TNFRSF10A,9.19990024196856e-37,-0.275402949352266,0.15,0.213,1.3160457296136e-32,capillary,TNFRSF10A
MED30,6.24011276745861e-36,-0.269837160810569,0.18,0.245,8.92648131384954e-32,capillary,MED30
ADAMTSL1,1.22467102450916e-35,0.252074490069662,0.184,0.106,1.75189190056035e-31,capillary,ADAMTSL1
SYNE1,2.76596176778969e-35,-0.262720599113321,0.215,0.27,3.95670830882315e-31,capillary,SYNE1
TNFRSF4,1.43813125658408e-34,0.322628664042931,0.222,0.139,2.05724676254352e-30,capillary,TNFRSF4
DMTN,1.94549699853966e-34,-0.26570598995902,0.103,0.16,2.78303345641098e-30,capillary,DMTN
LRRC70,2.1020489168518e-34,-0.287052354520504,0.155,0.227,3.0069809755565e-30,capillary,LRRC70
ODF3B,7.03011659108147e-34,-0.264508796580308,0.332,0.404,1.0056581783542e-29,capillary,ODF3B
FGR,7.10155769646301e-34,-0.2731117655794,0.073,0.127,1.01587782847903e-29,capillary,FGR
CH25H,7.41314351575819e-34,-0.336610606014397,0.082,0.141,1.06045017992921e-29,capillary,CH25H
FAM118A,2.19059349288498e-33,0.296484436055986,0.292,0.201,3.13364399157197e-29,capillary,FAM118A
NMRK1,2.26566848521007e-33,-0.250083574824829,0.167,0.217,3.241038768093e-29,capillary,NMRK1
EVL,2.64137294949303e-33,-0.257119846332353,0.217,0.268,3.77848400424977e-29,capillary,EVL
NLRC5,3.71901153549873e-33,0.257998733781508,0.199,0.119,5.32004600153094e-29,capillary,NLRC5
ITPR2,4.61161205646353e-33,-0.270245487225122,0.167,0.218,6.59691104677109e-29,capillary,ITPR2
CALML4,5.00791866997136e-33,-0.269275117171851,0.122,0.179,7.16382765739403e-29,capillary,CALML4
ECHDC2,1.09396406934157e-32,-0.256568517495704,0.066,0.123,1.56491560119311e-28,capillary,ECHDC2
SYMPK,1.68083253939395e-32,0.250194582624372,0.225,0.144,2.40443094760304e-28,capillary,SYMPK
CAMK2D,2.10119866503737e-32,-0.279385024502616,0.147,0.22,3.00576469033596e-28,capillary,CAMK2D
DLL4,1.34152707702788e-31,0.262467798147866,0.408,0.31,1.91905448368839e-27,capillary,DLL4
ATP8A1,1.70048969845682e-31,-0.259522199846734,0.061,0.117,2.43255051364248e-27,capillary,ATP8A1
CYTL1,1.9781579830984e-31,-0.304853995300135,0.233,0.288,2.82975499482227e-27,capillary,CYTL1
LPCAT3,4.05394902812394e-31,-0.250120595580768,0.094,0.16,5.7991740847313e-27,capillary,LPCAT3
CD14,7.69201130128676e-31,-0.256153932326766,0.078,0.128,1.10034221664907e-26,capillary,CD14
C1RL,1.38727572144363e-30,-0.252470624405861,0.11,0.17,1.98449791952512e-26,capillary,C1RL
ROBO3,3.80176800115034e-30,-0.260375921807235,0.089,0.154,5.43842912564556e-26,capillary,ROBO3
RTEL1-TNFRSF6B,1.07649823003923e-29,0.266367660227212,0.545,0.444,1.53993071807112e-25,capillary,RTEL1-TNFRSF6B
MAOA,2.37665007043901e-29,-0.275759057131331,0.108,0.169,3.39979792576301e-25,capillary,MAOA
ABLIM3,6.41616525357954e-29,-0.254844382753061,0.132,0.194,9.17832439524553e-25,capillary,ABLIM3
ABCG2,9.5232534104109e-28,-0.289625956735935,0.11,0.172,1.36230140035928e-23,capillary,ABCG2
SELP,1.2961283304578e-27,-0.277353844214076,0.354,0.438,1.85411157671988e-23,capillary,SELP
NSUN6,2.16775565335515e-27,-0.253371195163527,0.101,0.146,3.10097446212455e-23,capillary,NSUN6
TPO,2.24497525943074e-26,-0.252037581534963,0.065,0.118,3.21143710861567e-22,capillary,TPO
CXCL8,3.96619077552266e-26,-0.353654831963826,0.111,0.169,5.67363590438516e-22,capillary,CXCL8
MEOX2,1.34002794299578e-25,-0.257778082621302,0.117,0.18,1.91690997245547e-21,capillary,MEOX2
BIRC3,3.15268240112105e-25,-0.25640166536461,0.216,0.265,4.50991217480366e-21,capillary,BIRC3
MAFB,2.09241145224656e-24,-0.258629994033958,0.06,0.108,2.99319458243871e-20,capillary,MAFB
HMOX1,2.38880041787767e-18,-0.264571170678266,0.154,0.197,3.41717899777401e-14,capillary,HMOX1
CCL14.1,0,2.2947288987156,0.876,0.217,0,vein,CCL14
HLA-DQA1.1,0,1.89420940638466,0.68,0.106,0,vein,HLA-DQA1
CLU.1,0,1.75653739360835,0.777,0.276,0,vein,CLU
ACKR1.1,0,1.74071791941422,0.92,0.361,0,vein,ACKR1
POSTN.1,0,1.62476270883296,0.608,0.15,0,vein,POSTN
IL33.1,0,1.62417149580984,0.708,0.145,0,vein,IL33
CEBPD.1,0,1.57379756963236,0.73,0.252,0,vein,CEBPD
IL6.1,0,1.56931917421547,0.372,0.067,0,vein,IL6
ADIRF.1,0,1.50420586425049,0.81,0.323,0,vein,ADIRF
CSF3.1,0,1.49786598988906,0.381,0.104,0,vein,CSF3
HLA-DQB1.1,0,1.44654997135852,0.716,0.24,0,vein,HLA-DQB1
LIFR.1,0,1.43396398805678,0.526,0.12,0,vein,LIFR
HLA-DRA.1,0,1.36774819838737,0.961,0.507,0,vein,HLA-DRA
C7.1,0,1.30282639559101,0.286,0.01,0,vein,C7
TSPAN7.1,0,1.29840669913186,0.828,0.397,0,vein,TSPAN7
HLA-DRB5.1,0,1.28632373632506,0.852,0.444,0,vein,HLA-DRB5
CYP1B1.1,0,1.28611345053751,0.394,0.101,0,vein,CYP1B1
IL1R1.1,0,1.26528698576403,0.452,0.096,0,vein,IL1R1
CPE.1,0,1.26063722684937,0.249,0.042,0,vein,CPE
CCL23.1,0,1.24605438336947,0.288,0.029,0,vein,CCL23
ADM5.1,0,1.24514948424161,0.432,0.117,0,vein,ADM5
HLA-DPB1.1,0,1.19686331040384,0.869,0.504,0,vein,HLA-DPB1
HLA-DPA1.1,0,1.16928645718784,0.909,0.58,0,vein,HLA-DPA1
ZNF385D.1,0,1.16242272063167,0.731,0.346,0,vein,ZNF385D
HLA-DMA.1,0,1.16149804629826,0.742,0.337,0,vein,HLA-DMA
HLA-DRB1.1,0,1.13071610894443,0.982,0.69,0,vein,HLA-DRB1
TGFBR3.1,0,1.10765059305534,0.561,0.212,0,vein,TGFBR3
OLFM1.1,0,1.10560558315627,0.489,0.194,0,vein,OLFM1
TESC.1,0,1.07142103201469,0.422,0.12,0,vein,TESC
TPD52L1.1,0,1.05113804218359,0.464,0.152,0,vein,TPD52L1
CTSC.1,0,1.04477154474528,0.654,0.372,0,vein,CTSC
SOD2.1,0,1.02933871654875,0.731,0.515,0,vein,SOD2
LPCAT4.1,0,0.998241420717735,0.486,0.211,0,vein,LPCAT4
TXNIP.1,0,0.96182067920222,0.755,0.47,0,vein,TXNIP
SELP.1,0,0.923418555930917,0.605,0.257,0,vein,SELP
SELE,0,0.911277154275564,0.722,0.415,0,vein,SELE
CD74.1,0,0.904463064047548,0.997,0.833,0,vein,CD74
IER3.1,0,0.896329100894642,0.869,0.661,0,vein,IER3
SNCG.1,0,0.881000061755645,0.625,0.338,0,vein,SNCG
NCOA7.1,0,0.87249249811605,0.775,0.549,0,vein,NCOA7
RND1.1,0,0.867847937396145,0.704,0.458,0,vein,RND1
EVA1C.1,0,0.84337913902465,0.585,0.308,0,vein,EVA1C
NRN1.1,0,0.814611879130864,0.574,0.342,0,vein,NRN1
CDKN1A.1,0,0.775335145686769,0.894,0.743,0,vein,CDKN1A
SERPINB1.1,0,0.766217787491937,0.605,0.429,0,vein,SERPINB1
SERPING1.1,0,0.750217699816213,0.736,0.444,0,vein,SERPING1
SOCS3.1,0,0.74242969395993,0.917,0.785,0,vein,SOCS3
NPC2.1,0,0.739906159060382,0.874,0.746,0,vein,NPC2
NNMT.1,0,0.73876851960168,0.839,0.645,0,vein,NNMT
MMRN1.1,0,0.732623799338597,0.471,0.176,0,vein,MMRN1
DUSP23,0,0.730684393453115,0.83,0.617,0,vein,DUSP23
SDCBP.1,0,0.714400586694636,0.876,0.707,0,vein,SDCBP
CDC42EP3.1,0,0.710088798352923,0.69,0.488,0,vein,CDC42EP3
AQP1.1,0,0.70987395154659,0.95,0.72,0,vein,AQP1
SPARCL1,0,0.706611092859239,0.994,0.846,0,vein,SPARCL1
TGFBR2.1,0,0.699200833305537,0.859,0.712,0,vein,TGFBR2
ICAM1.1,0,0.652973922895337,0.85,0.728,0,vein,ICAM1
LGALS3.1,0,0.592137274469651,0.857,0.705,0,vein,LGALS3
NAMPT.1,0,0.58543903303055,0.74,0.611,0,vein,NAMPT
IFI16.1,0,0.582522464558693,0.799,0.668,0,vein,IFI16
SLC2A3,0,0.571349612075777,0.89,0.761,0,vein,SLC2A3
PLSCR1.1,0,0.557825360943537,0.777,0.655,0,vein,PLSCR1
IGFBP4.1,0,0.539638033414593,0.987,0.945,0,vein,IGFBP4
YBX3.1,0,0.508571972609416,0.837,0.755,0,vein,YBX3
ETS2,0,0.483058255496672,0.902,0.833,0,vein,ETS2
EIF3E.1,0,0.482634591386382,0.818,0.733,0,vein,EIF3E
BCAM.1,0,0.434738022269493,0.89,0.816,0,vein,BCAM
NFKBIA.1,0,0.418181311866042,0.967,0.927,0,vein,NFKBIA
ZFP36.1,0,0.417792270472213,0.978,0.928,0,vein,ZFP36
IFITM1,0,0.41371550747633,0.993,0.909,0,vein,IFITM1
CST3.1,0,0.409880262359485,0.977,0.959,0,vein,CST3
RPL34.1,0,0.392050019623741,0.998,0.993,0,vein,RPL34
RPL17.1,0,0.386659225947881,0.985,0.971,0,vein,RPL17
RPL37.1,0,0.371884738978442,0.993,0.984,0,vein,RPL37
RPL5.1,0,0.369121644547943,0.991,0.976,0,vein,RPL5
EEF1G.1,0,0.367048982046126,0.91,0.879,0,vein,EEF1G
PDLIM1,0,0.365752795903747,0.93,0.922,0,vein,PDLIM1
RPS27.1,0,0.365510036907807,0.994,0.988,0,vein,RPS27
MT-ND3,0,0.35654126348552,0.989,0.991,0,vein,MT-ND3
EEF1B2,0,0.355838512919131,0.943,0.928,0,vein,EEF1B2
ITM2B,0,0.349331167557833,0.995,0.993,0,vein,ITM2B
LDHA,0,0.348151749706965,0.905,0.887,0,vein,LDHA
RPS2,0,0.346327590505779,0.994,0.986,0,vein,RPS2
RPS4X,0,0.345636472703846,0.997,0.989,0,vein,RPS4X
RPL30.1,0,0.344944882092011,0.999,0.996,0,vein,RPL30
RPL12,0,0.341476190822523,0.996,0.99,0,vein,RPL12
RPL10A,0,0.340464719590297,0.979,0.966,0,vein,RPL10A
RPS21,0,0.34036721805399,0.973,0.96,0,vein,RPS21
RPS5,0,0.33829158718286,0.986,0.977,0,vein,RPS5
RPL35A.1,0,0.336624187357082,0.995,0.99,0,vein,RPL35A
RPL32,0,0.332273038348728,1,0.996,0,vein,RPL32
RPL26,0,0.331643105010234,0.996,0.995,0,vein,RPL26
RPS25.1,0,0.329235452079992,0.992,0.989,0,vein,RPS25
RPS6,0,0.321092702632949,0.997,0.994,0,vein,RPS6
RPS10,0,0.319424417149869,0.992,0.983,0,vein,RPS10
RPS27A,0,0.318654149263875,0.999,0.995,0,vein,RPS27A
NACA,0,0.317409938403164,0.984,0.981,0,vein,NACA
RPS14,0,0.31687331392575,0.997,0.994,0,vein,RPS14
RPL21,0,0.316821591406731,0.965,0.958,0,vein,RPL21
RPL39,0,0.315428446575859,0.993,0.99,0,vein,RPL39
RPL11,0,0.315048651435299,0.998,0.996,0,vein,RPL11
RPS28,0,0.313608763605378,0.997,0.995,0,vein,RPS28
RPS8,0,0.311813224078464,0.999,0.998,0,vein,RPS8
RPL3,0,0.308243551654699,0.988,0.988,0,vein,RPL3
RPS3A,0,0.307122773963996,0.992,0.99,0,vein,RPS3A
RPS18,0,0.306878005266328,0.997,0.996,0,vein,RPS18
RPL10,0,0.305299664815502,1,0.999,0,vein,RPL10
RPL36,0,0.304809465000043,0.987,0.984,0,vein,RPL36
TPT1,0,0.303312202405016,0.999,0.997,0,vein,TPT1
RPS15A,0,0.3009900075199,0.998,0.995,0,vein,RPS15A
RPL9,0,0.299935020549419,0.98,0.976,0,vein,RPL9
RPS13,0,0.298197476879546,0.996,0.993,0,vein,RPS13
RPLP0,0,0.294196517862084,0.991,0.985,0,vein,RPLP0
HLA-E.1,0,0.292734933560757,0.986,0.988,0,vein,HLA-E
RPL24,0,0.290853439049972,0.991,0.985,0,vein,RPL24
RPL22,0,0.288240740536996,0.985,0.978,0,vein,RPL22
RPS24,0,0.28791061089144,0.998,0.995,0,vein,RPS24
RPS23,0,0.287227167701917,0.998,0.995,0,vein,RPS23
RPL8,0,0.286317175331551,0.996,0.994,0,vein,RPL8
RPL29,0,0.286037842898994,0.997,0.993,0,vein,RPL29
RPL7,0,0.285806387518925,0.954,0.944,0,vein,RPL7
EIF1,0,0.284447708649956,0.994,0.995,0,vein,EIF1
FAU,0,0.283838124119791,0.993,0.99,0,vein,FAU
RPL13,0,0.281751849847937,0.999,0.999,0,vein,RPL13
RPL6,0,0.281486905375236,0.988,0.987,0,vein,RPL6
RPS12,0,0.2805693931862,0.999,0.998,0,vein,RPS12
RPL7A,0,0.278838834007289,0.996,0.992,0,vein,RPL7A
RPS7,0,0.271439422515808,0.997,0.991,0,vein,RPS7
RPS19,0,0.266795446531017,0.997,0.995,0,vein,RPS19
RPL18,0,0.265174083607253,0.994,0.995,0,vein,RPL18
RPL19,0,0.26320982213876,0.997,0.996,0,vein,RPL19
RPS3,0,0.263164589233639,0.997,0.994,0,vein,RPS3
RPS15,0,0.261284170324064,0.998,0.996,0,vein,RPS15
BTF3,0,0.261218222734555,0.96,0.959,0,vein,BTF3
RPS16,0,0.259933071992464,0.988,0.986,0,vein,RPS16
RPL23A,0,0.259311312917985,0.972,0.977,0,vein,RPL23A
EEF1A1,0,0.257705991252057,1,1,0,vein,EEF1A1
